date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:51:37	244320/244320	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Mar%202025%2019:24:12%20GMT	https://banksyariahberkah.com/assets/img/penghargaan/2020.jpeg	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/assets/img/penghargaan/2020.jpg	(from https://banksyariahberkah.com/profil/penghargaan)
13:51:38	16800080/16800080	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Mar%202025%2021:53:14%20GMT	https://banksyariahberkah.com/assets/img/masjid.png	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/assets/img/masjid.png	(from https://banksyariahberkah.com/beranda)
13:51:38	164207/164207	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Mar%202025%2019:24:08%20GMT	https://banksyariahberkah.com/assets/img/penghargaan/2020-2021.jpeg	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/assets/img/penghargaan/2020-2021.jpg	(from https://banksyariahberkah.com/profil/penghargaan)
13:51:38	163701/163701	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Mar%202025%2019:24:04%20GMT	https://banksyariahberkah.com/assets/img/penghargaan/2021-2022.jpeg	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/assets/img/penghargaan/2021-2022.jpg	(from https://banksyariahberkah.com/profil/penghargaan)
13:51:38	498020/498020	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Mar%202025%2019:24:02%20GMT	https://banksyariahberkah.com/assets/img/penghargaan/2022.jpeg	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/assets/img/penghargaan/2022.jpg	(from https://banksyariahberkah.com/profil/penghargaan)
13:52:06	4415305/4415305	---M--	200	added ('OK')	image/png	date:Wed,%2012%20Feb%202025%2019:13:28%20GMT	https://banksyariahberkah.com/assets/img/rizaldi.png	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/assets/img/rizaldi.png	(from https://banksyariahberkah.com/profil/dewankomisaris)
13:52:08	1242/1242	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Jun%202026%2006:52:02%20GMT	https://banksyariahberkah.com/assets/img/	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/assets/img/index.html	(from https://banksyariahberkah.com/profil/dewanpengawassyariah)
13:52:33	8757150/8757150	---M--	200	added ('OK')	image/png	date:Wed,%2012%20Feb%202025%2019:13:28%20GMT	https://banksyariahberkah.com/assets/img/purwoko.png	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/assets/img/purwoko.png	(from https://banksyariahberkah.com/profil/dewankomisaris)
13:53:24	8953548/8953548	---M--	200	added ('OK')	image/png	date:Wed,%2012%20Feb%202025%2019:13:28%20GMT	https://banksyariahberkah.com/assets/img/rahmadilahi.png	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/assets/img/rahmadilahi.png	(from https://banksyariahberkah.com/profil/dewanpengawassyariah)
13:53:24	3396/3396	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Jun%202026%2006:53:23%20GMT	https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d63835.832517837036!2d101.235016!3d0.360074!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x31d50c1cf1ece599%3A0x56ab179e1991daae!2sBPRS%20Berkah%20Dana%20Fadhilah!5e0!3m2!1sen!2sid!4v1739157099210!5m2!1sen!2sid	C:/My%20Web%20Sites/company-profile/www.google.com/maps/embedee79.html	(from https://banksyariahberkah.com/kantor/kkd)
